Timestamp (microseconds),Gyro X (°/s),Gyro Y (°/s),Gyro Z (°/s)
1658355043123352,0.7629510948347615,-1.0070954451819034,0.03051804379333589
1658355043139347,2.7161058976118966,-1.4343480582895154,0.03051804379333589
1658355043155342,0.6408789196611906,-0.9460593575952316,-0.09155413138023505
1658355043171337,1.3733119707026162,-0.5188067444876197,-0.213626306553806
1658355043187332,1.1291676203554744,-0.33569848172737693,0.213626306553806
1658355043203327,1.983672846570471,0.15259021896690683,0.15259021896690683
1658355043219322,0.7629510948347615,-0.03051804379333589,0.213626306553806
1658355043235317,-0.2746623941404778,-0.09155413138023505,-0.03051804379333589
1658355043251312,-0.5798428320745188,0.15259021896690683,0.15259021896690683
1658355043267307,0.45777065690094787,1.0070954451819034,0.33569848172737693
1658355043283302,0.9460593575952316,1.8005645838102282,0.5188067444876197
1658355043299297,1.0070954451819034,1.8616006713969,0.45777065690094787
1658355043315292,1.1902037079423735,1.6784924086366573,0.5188067444876197
1658355043331287,0.45777065690094787,1.1291676203554744,0.45777065690094787
1658355043347282,-0.3967345693140487,1.6784924086366573,0.2746623941404778
1658355043363277,-0.45777065690094787,2.288853284504512,0.03051804379333589
1658355043379272,0.7629510948347615,2.105745021744042,0.09155413138023505
1658355043395267,2.410925459678083,1.739528496223329,0.33569848172737693
1658355043411262,1.3733119707026162,1.3122758831159445,0.15259021896690683
1658355043427257,-1.0070954451819034,1.9226367589837992,-0.45777065690094787
1658355043443267,0.15259021896690683,2.4719615472647547,-0.5188067444876197
1658355043459262,2.8381780727854675,2.4719615472647547,-0.33569848172737693
1658355043475257,2.9602502479590385,2.3498893720911838,-0.09155413138023505
1658355043491253,1.983672846570471,2.166781109330941,-0.15259021896690683
1658355043507248,1.6784924086366573,1.6784924086366573,-0.33569848172737693
1658355043523243,2.105745021744042,1.5564202334630863,-0.8239871824216607
1658355043539238,1.1902037079423735,2.105745021744042,-1.1902037079423735
1658355043555233,2.166781109330941,2.166781109330941,-1.1902037079423735
1658355043571228,1.6174563210497581,2.227817196917613,-1.0070954451819034
1658355043587223,1.9226367589837992,2.4719615472647547,-0.9460593575952316
1658355043603218,1.3733119707026162,2.532997634851654,-1.0681315327688026
1658355043619213,1.4953841458761872,2.8992141603723667,-1.2512397955290453
1658355043635208,1.5564202334630863,2.9602502479590385,-1.4343480582895154
1658355043651203,-0.03051804379333589,2.532997634851654,-1.3733119707026162
1658355043667198,-0.5798428320745188,1.8616006713969,-1.3733119707026162
1658355043683193,-0.33569848172737693,1.4343480582895154,-1.3122758831159445
1658355043699188,0.09155413138023505,1.4343480582895154,-1.3122758831159445
1658355043715183,-0.45777065690094787,1.6174563210497581,-1.5564202334630863
1658355043731178,1.4343480582895154,1.5564202334630863,-1.3122758831159445
1658355043747173,2.227817196917613,1.3122758831159445,-1.1291676203554744
1658355043763122,1.6174563210497581,1.2512397955290453,-1.0070954451819034
1658355043779117,1.983672846570471,1.1291676203554744,-0.9460593575952316
1658355043795112,3.0823224231326094,0.8239871824216607,-0.8239871824216607
1658355043811107,2.532997634851654,0.6408789196611906,-1.0681315327688026
1658355043827102,0.2746623941404778,0.9460593575952316,-0.8850232700083325
1658355043843097,-0.9460593575952316,1.0070954451819034,-0.7019150072480898
1658355043859092,-2.7161058976118966,0.7629510948347615,-0.5798428320745188
1658355043875087,-0.45777065690094787,0.3967345693140487,-0.6408789196611906
1658355043891082,2.105745021744042,0.45777065690094787,-0.3967345693140487
1658355043907077,1.0681315327688026,1.0681315327688026,-0.3967345693140487
1658355043923072,-2.04470893415737,1.3733119707026162,-0.213626306553806
1658355043939067,-4.058899824521177,1.1902037079423735,-0.03051804379333589
1658355043955062,-1.6174563210497581,0.5798428320745188,0.2746623941404778
1658355043971058,2.166781109330941,0.45777065690094787,0.3967345693140487
1658355043987053,2.655069810025225,0.9460593575952316,0.5188067444876197
1658355044003048,0.8239871824216607,1.4343480582895154,0.7629510948347615
1658355044019043,1.1291676203554744,1.8005645838102282,0.8850232700083325
1658355044035038,3.0823224231326094,1.5564202334630863,1.2512397955290453
1658355044051033,5.279621576256886,1.3733119707026162,1.3733119707026162
1658355044067028,0.2746623941404778,0.8850232700083325,1.0070954451819034
1658355044082702,-5.096513313496644,0.7019150072480898,0.7019150072480898
1658355044098696,-4.730296787975931,0.45777065690094787,0.8239871824216607
1658355044114689,2.5940337224383256,0.15259021896690683,1.4343480582895154
1658355044130683,4.60822461280236,1.983672846570471,2.166781109330941
1658355044146677,-2.9602502479590385,4.974441138323073,2.4719615472647547
1658355044162670,-3.692683299000464,5.828946364538069,2.8381780727854675
1658355044178664,2.5940337224383256,3.692683299000464,3.1433585107195086
1658355044194657,3.875791561760934,1.4343480582895154,2.410925459678083
1658355044210651,-0.5798428320745188,0.5188067444876197,0.9460593575952316
1658355044226645,-1.6174563210497581,0.15259021896690683,0.45777065690094787
1658355044242638,2.7161058976118966,-0.2746623941404778,0.7019150072480898
1658355044258632,3.692683299000464,-0.213626306553806,0.8850232700083325
1658355044274625,-1.0681315327688026,0.213626306553806,0.8239871824216607
1658355044290619,-2.227817196917613,0.15259021896690683,0.8239871824216607
1658355044306613,-1.2512397955290453,-0.45777065690094787,0.7629510948347615
1658355044322606,0.5798428320745188,-0.8850232700083325,0.6408789196611906
1658355044338600,-0.15259021896690683,-0.9460593575952316,0.213626306553806
1658355044354593,-2.105745021744042,-1.0070954451819034,0.03051804379333589
1658355044370587,-1.5564202334630863,-1.0070954451819034,-0.15259021896690683
1658355044386581,0.03051804379333589,-1.3122758831159445,-0.2746623941404778
1658355044402282,-0.6408789196611906,-0.5798428320745188,-0.6408789196611906
1658355044418275,-3.2043945983061803,0.09155413138023505,-0.9460593575952316
1658355044434268,-3.4485389486533222,0.5798428320745188,-0.7019150072480898
1658355044450260,1.4343480582895154,0.9460593575952316,-0.3967345693140487
1658355044466253,3.2654306858930795,0.8239871824216607,-0.09155413138023505
1658355044482246,-1.4343480582895154,1.1291676203554744,-0.33569848172737693
